,firearm_used_flag,zip_code,report_no,age,sex
56953,True,64114,KC20049580,23,M
56954,True,64120,KC20051869,20,F
56967,True,64109,KC20050694,49,F
56977,True,64124,KC20049557,23,F
57028,True,64129,KC20051531,53,M
57048,True,64132,KC20050152,22,M
57053,True,64108,KC20053002,18,F
57060,True,64132,KC20048705,32,F
57083,True,64132,KC20051183,45,F
57084,True,64128,KC20048922,22,M
57108,True,64124,KC20048157,31,F
57138,True,64111,KC20051520,25,M
57152,True,64132,KC20050233,20,M
57190,True,64130,KC20052818,39,M
57191,True,64132,KC20048660,36,M
57262,True,64137,KC20054977,20,M
57299,True,64114,KC20052498,35,M
57309,True,64106,KC20051539,60,M
57319,True,64120,KC20051869,22,M
57321,True,64130,KC20049676,39,F
57347,True,64127,KC20048244,19,M
57361,True,64128,KC20053135,62,M
57364,True,64120,KC20051869,20,F
57393,True,64132,KC20051804,28,M
57395,True,64133,KC20049782,28,F
57397,True,64137,KC20049591,23,M
57436,True,64130,KC20049212,61,M
57480,True,64130,KC20055146,20,F
57483,True,64109,KC20050189,36,M
57487,True,64111,KC20049811,28,M
57505,True,64132,KC20048829,52,F
57512,True,64137,KC20054796,53,M
57541,True,64127,KC20050517,27,F
57562,True,64123,KC20053359,62,M
57622,True,64127,KC20055200,27,M
57733,True,64151,KC20050938,20,M
57734,True,64137,KC20050249,24,M
57739,True,64119,KC20052549,35,M
57786,True,64134,KC20052502,87,F
57794,True,64111,KC20054085,42,M
57863,True,64108,KC20049781,18,M
57881,True,64119,KC20050993,19,M
57885,True,64132,KC20051858,41,F
57899,True,64114,KC20051483,23,F
57925,True,64119,KC20051267,33,M
57963,True,64128,KC20049952,18,M
57981,True,64129,KC20049500,18,M
58016,True,64133,KC20052573,40,F
58021,True,64133,KC20052386,43,M
58038,True,64127,KC20049002,61,M
58057,True,64130,KC20052857,28,M
58105,True,64109,KC20051346,31,M
58162,True,64129,KC20052816,32,F
58164,True,64110,KC20053974,42,M
58183,True,64127,KC20050517,20,F
58186,True,64130,KC20049676,42,M
58213,True,64138,KC20049245,21,M
58220,True,64147,KC20049314,22,M
58261,True,64132,KC20050739,52,F
58288,True,64151,KC20050518,24,F
58292,True,64128,KC20054135,25,M
58339,True,64130,KC20050119,61,M
58350,True,64108,KC20053866,35,F
58366,True,64128,KC20049558,26,M
58369,True,64132,KC20050802,29,M
58382,True,64132,KC20051804,45,F
58392,True,64110,KC20050018,38,F
58402,True,64128,KC20051101,39,M
58492,True,64108,KC20050843,51,M
58500,True,64130,KC20050015,53,M
58511,True,64128,KC20049262,18,M
58513,True,64133,KC20052386,51,M
58539,True,64130,KC20050181,33,F
58545,True,64109,KC20051043,48,F
58634,True,64108,KC20054437,25,F
58654,True,64111,KC20049784,26,F
58658,True,64130,KC20051482,35,M
58712,True,64126,KC20053454,20,M
58765,True,64161,KC20050425,44,M
58802,True,64131,KC20054411,63,M
58821,True,64130,KC20054944,39,F
58831,True,64111,KC20047864,25,M
58862,True,64130,KC20048136,22,F
58924,True,64108,KC20053002,30,F
58946,True,64128,KC20053135,50,F
58947,True,64109,KC20053140,40,M
58950,True,64109,KC20051485,37,M
58954,True,64124,KC20054167,54,M
58957,True,64132,KC20052014,19,M
58975,True,64111,KC20049803,21,M
58979,True,64133,KC20049782,36,M
58982,True,64128,KC20048598,41,M
59032,True,64124,KC20048299,47,M
59059,True,64111,KC20049811,26,M
59066,True,64111,KC20047927,22,M
59085,True,64130,KC20055146,26,F
59089,True,64130,KC20053600,30,F
59092,True,64130,KC20049973,21,F
59110,True,64112,KC20052007,26,M
59122,True,64130,KC20053170,54,M
59126,True,64137,KC20051990,27,M
59171,True,64128,KC20051302,40,M
59211,True,64125,KC20055306,74,F
59234,True,64130,KC20051482,29,M
59248,True,64120,KC20048969,53,M
59306,True,64123,KC20049192,18,F
59309,True,64127,KC20047985,24,F
59358,True,64134,KC20052502,63,M
59361,True,64109,KC20051043,41,M
59365,True,64119,KC20051267,19,F
59376,True,64106,KC20050830,32,F
59378,True,64131,KC20054091,50,F
59402,True,64108,KC20054154,40,M
59411,True,64127,KC20048244,18,M
59412,True,64132,KC20051183,42,M
59435,True,64124,KC20048157,31,M
59438,True,64108,KC20049781,21,F
59449,True,64132,KC20055009,43,M
59450,True,64129,KC20052822,41,F
59523,True,64132,KC20050233,24,M
59533,True,64110,KC20050018,32,F
59576,True,64131,KC20054361,69,M
59598,True,64151,KC20050518,26,M
59601,True,64123,KC20053359,26,F
59612,True,64130,KC20055473,44,M
59625,True,64127,KC20048298,18,F
59666,True,64108,KC20052639,49,F
59682,True,64133,KC20053317,29,M
59691,True,64120,KC20051869,32,M
59701,True,64128,KC20055209,65,F
59723,True,64138,KC20049325,31,F
59772,True,64131,KC20054411,43,M
59805,True,64131,KC20048015,28,M
59877,True,64132,KC20048705,38,M
59884,True,64134,KC20054443,32,M
59907,True,64130,KC20049212,72,F
59928,True,64127,KC20055200,30,F
59937,True,64124,KC20052345,31,F
60011,True,64130,KC20049212,26,F
60013,True,64109,KC20052176,38,M
60022,True,64132,KC20055397,42,F
60037,True,64109,KC20050694,28,F
60039,True,64132,KC20048660,34,F
